soc_code,occupation_title,task_id,task_description,onet_importance,onet_frequency,economic_index_label,eloundou_beta
53-5011.00,Sailors and Marine Oilers,14484,"Clean and polish wood trim, brass, or other metal parts.",2.65,3.33,unknown,0.0
53-5011.00,Sailors and Marine Oilers,20934,"Load or unload materials, vehicles, or passengers from vessels.",3.57,3.86,unknown,0.0
53-5011.00,Sailors and Marine Oilers,20935,"Record data in ships' logs, such as weather conditions or distances traveled.",3.53,3.53,unknown,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23802,"Direct courses and speeds of ships, based on specialized knowledge of local winds, weather, water depths, tides, currents, and hazards.",5.0,6.43,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23803,Prevent ships under navigational control from engaging in unsafe operations.,4.9,6.11,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23804,Serve as a vessel's docking master upon arrival at a port or at a berth.,4.87,4.73,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23805,"Consult maps, charts, weather reports, or navigation equipment to determine and direct ship movements.",4.83,6.09,unknown,0.5
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23806,"Steer and operate vessels, using radios, depth finders, radars, lights, buoys, or lighthouses.",4.75,6.14,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23807,Operate ship-to-shore radios to exchange information needed for ship operations.,4.72,6.39,unknown,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23808,"Dock or undock vessels, sometimes maneuvering through narrow spaces, such as locks.",4.7,5.2,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23809,Stand watches on vessels during specified periods while vessels are under way.,4.64,5.71,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23810,Inspect vessels to ensure efficient and safe operation of vessels and equipment and conformance to regulations.,4.58,5.21,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23811,"Read gauges to verify sufficient levels of hydraulic fluid, air pressure, or oxygen.",4.57,6.07,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23812,Report to appropriate authorities any violations of federal or state pilotage laws.,4.49,1.68,unknown,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23813,Provide assistance in maritime rescue operations.,4.45,1.34,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23814,"Signal passing vessels, using whistles, flashing lights, flags, or radios.",4.39,5.49,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23815,"Measure depths of water, using depth-measuring equipment.",4.38,5.85,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23816,"Maintain boats or equipment on board, such as engines, winches, navigational systems, fire extinguishers, or life preservers.",4.34,4.79,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23817,"Signal crew members or deckhands to rig tow lines, open or close gates or ramps, or pull guard chains across entries.",4.34,5.46,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23818,Advise ships' masters on harbor rules and customs procedures.,4.25,5.36,unknown,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23819,"Maintain records of daily activities, personnel reports, ship positions and movements, ports of call, weather and sea conditions, pollution control efforts, or cargo or passenger status.",4.25,5.57,none,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23820,Observe loading or unloading of cargo or equipment to ensure that handling and storage are performed according to specifications.,4.24,4.43,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23821,"Calculate sightings of land, using electronic sounding devices and following contour lines on charts.",4.21,5.24,unknown,0.5
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23822,"Learn to operate new technology systems and procedures through instruction, simulators, or models.",4.17,2.07,unknown,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23823,"Direct or coordinate crew members or workers performing activities such as loading or unloading cargo, steering vessels, operating engines, or operating, maintaining, or repairing ship equipment.",4.1,4.96,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23824,"Arrange for ships to be fueled, restocked with supplies, or repaired.",4.09,4.12,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23825,"Supervise crews in cleaning or maintaining decks, superstructures, or bridges.",3.53,4.95,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23826,Purchase supplies or equipment.,3.51,3.54,unknown,0.5
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23827,Tow and maneuver barges or signal tugboats to tow barges to destinations.,4.52,5.46,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23828,"Perform various marine duties, such as checking for oil spills or other pollutants around ports or harbors or patrolling beaches.",4.27,5.54,unknown,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23829,Assign watches or living quarters to crew members.,3.54,3.48,unknown,1.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",23830,Interview and hire crew members.,3.2,1.84,unknown,0.5
53-5022.00,Motorboat Operators,14535,"Maintain desired courses, using compasses or electronic navigational aids.",4.61,5.01,unknown,0.0
53-5022.00,Motorboat Operators,14536,"Follow safety procedures to ensure the protection of passengers, cargo, and vessels.",4.51,5.59,unknown,0.0
53-5022.00,Motorboat Operators,14537,Operate engine throttles and steering mechanisms to guide boats on desired courses.,4.77,5.72,unknown,0.0
53-5022.00,Motorboat Operators,14538,Direct safety operations in emergency situations.,4.64,3.49,unknown,0.0
53-5022.00,Motorboat Operators,14539,"Issue directions for loading, unloading, and seating in boats.",4.04,5.23,unknown,0.0
53-5022.00,Motorboat Operators,14540,"Secure boats to docks with mooring lines, and cast off lines to enable departure.",4.63,5.81,unknown,0.0
53-5022.00,Motorboat Operators,14541,"Maintain equipment such as range markers, fire extinguishers, boat fenders, lines, pumps, and fittings.",4.42,4.62,unknown,0.0
53-5022.00,Motorboat Operators,14542,Report any observed navigational hazards to authorities.,4.38,3.52,unknown,0.0
53-5022.00,Motorboat Operators,14543,Service motors by performing tasks such as changing oil and lubricating parts.,4.31,3.7,unknown,0.0
53-5022.00,Motorboat Operators,14544,"Arrange repairs, fuel, and supplies for vessels.",4.23,4.42,unknown,0.0
53-5022.00,Motorboat Operators,14545,Organize and direct the activities of crew members.,4.55,5.3,unknown,0.0
53-5022.00,Motorboat Operators,14546,"Tow, push, or guide other boats, barges, logs, or rafts.",3.88,4.03,unknown,0.0
53-5022.00,Motorboat Operators,14547,"Clean boats and repair hulls and superstructures, using hand tools, paint, and brushes.",3.72,3.57,unknown,0.0
53-5022.00,Motorboat Operators,14548,"Oversee operation of vessels used for carrying passengers, motor vehicles, or goods across rivers, harbors, lakes, and coastal waters.",4.38,5.36,unknown,0.0
53-5022.00,Motorboat Operators,14549,Take depth soundings in turning basins.,3.58,1.94,unknown,0.0
53-5022.00,Motorboat Operators,14550,Perform general labor duties such as repairing booms.,3.42,4.77,unknown,0.0
53-5031.00,Ship Engineers,14552,"Monitor the availability, use, or condition of lifesaving equipment or pollution preventatives to ensure that international regulations are followed.",4.78,4.58,unknown,0.0
53-5031.00,Ship Engineers,14553,"Monitor engine, machinery, or equipment indicators when vessels are underway, and report abnormalities to appropriate shipboard staff.",4.82,5.44,unknown,0.0
53-5031.00,Ship Engineers,14554,"Maintain electrical power, heating, ventilation, refrigeration, water, or sewerage systems.",4.24,4.41,unknown,0.0
53-5031.00,Ship Engineers,14555,"Record orders for changes in ship speed or direction, and note gauge readings or test data, such as revolutions per minute or voltage output, in engineering logs or bellbooks.",4.03,4.97,unknown,1.0
53-5031.00,Ship Engineers,14556,"Perform or participate in emergency drills, as required.",4.56,3.09,unknown,0.0
53-5031.00,Ship Engineers,14557,"Maintain complete records of engineering department activities, including machine operations.",4.48,5.0,unknown,1.0
53-5031.00,Ship Engineers,14558,"Start engines to propel ships, and regulate engines and power transmissions to control speeds of ships, according to directions from captains or bridge computers.",4.68,5.35,unknown,0.0
53-5031.00,Ship Engineers,14559,Monitor and test operations of engines or other equipment so that malfunctions and their causes can be identified.,4.73,4.91,unknown,0.0
53-5031.00,Ship Engineers,14560,"Maintain or repair engines, electric motors, pumps, winches, or other mechanical or electrical equipment, or assist other crew members with maintenance or repair duties.",4.5,4.65,unknown,0.0
53-5031.00,Ship Engineers,14561,"Perform general marine vessel maintenance or repair work, such as repairing leaks, finishing interiors, refueling, or maintaining decks.",4.55,5.01,unknown,0.0
53-5031.00,Ship Engineers,14562,Operate or maintain off-loading liquid pumps or valves.,4.43,3.59,unknown,0.0
53-5031.00,Ship Engineers,14563,Clean engine parts and keep engine rooms clean.,4.19,4.82,unknown,0.0
53-5031.00,Ship Engineers,14564,"Supervise marine engine technicians engaged in the maintenance or repair of mechanical or electrical marine vessels, and inspect their work to ensure that it is performed properly.",3.81,3.26,unknown,0.0
53-5031.00,Ship Engineers,14565,"Order and receive engine room stores, such as oil or spare parts, maintain inventories, and record usage of supplies.",4.0,4.05,unknown,0.5
53-5031.00,Ship Engineers,14566,Act as a liaison between a ship's captain and shore personnel to ensure that schedules and budgets are maintained and that the ship is operated safely and efficiently.,3.96,4.36,unknown,0.5
53-5031.00,Ship Engineers,14567,"Install engine controls, propeller shafts, or propellers.",4.23,1.64,unknown,0.0
53-5031.00,Ship Engineers,14568,"Fabricate engine replacement parts, such as valves, stay rods, or bolts, using metalworking machinery.",3.68,2.27,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7150,"Move levers to activate traffic signals, navigation lights, and alarms.",4.58,6.26,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7151,"Record names, types, and destinations of vessels passing through bridge openings or locks, and numbers of trains or vehicles crossing bridges.",4.68,6.25,unknown,1.0
53-6011.00,Bridge and Lock Tenders,7152,"Control machinery to open and close canal locks and dams, railroad or highway drawbridges, or horizontally or vertically adjustable bridges.",4.9,6.1,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7153,"Direct movements of vessels in locks or bridge areas, using signals, telecommunication equipment, or loudspeakers.",4.84,6.21,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7154,Prepare accident reports.,4.06,2.17,unknown,1.0
53-6011.00,Bridge and Lock Tenders,7155,"Observe approaching vessels to determine size and speed, and listen for whistle signals indicating desire to pass.",4.65,5.94,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7156,Observe position and progress of vessels to ensure best use of lock spaces or bridge opening spaces.,4.82,6.22,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7157,Maintain and guard stations in bridges to check waterways for boat traffic.,4.78,6.3,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7158,"Inspect canal and bridge equipment, and areas, such as roadbeds, for damage or defects, reporting problems to supervisors as necessary.",4.42,5.17,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7159,"Clean and lubricate equipment, and make minor repairs and adjustments.",4.56,5.0,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7160,"Log data, such as water levels and weather conditions.",4.32,6.21,unknown,1.0
53-6011.00,Bridge and Lock Tenders,7161,Write and submit maintenance work requisitions.,4.43,4.79,unknown,1.0
53-6011.00,Bridge and Lock Tenders,7162,"Perform maintenance duties, such as sweeping, painting, and yard work to keep facilities clean and in order.",3.5,5.26,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7163,Check that bridges are clear of vehicles and pedestrians prior to opening.,4.91,5.73,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7164,Turn valves to increase or decrease water levels in locks.,5.0,6.5,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7165,"Stop automobile and pedestrian traffic on bridges, and lower automobile gates prior to moving bridges.",4.82,5.55,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7166,Raise drawbridges and observe passage of water traffic or lower drawbridges and raise automobile gates.,4.82,5.55,unknown,0.0
53-6011.00,Bridge and Lock Tenders,7169,Attach ropes or cable lines to bitts on lock decks or wharfs to secure vessels.,4.1,5.0,unknown,0.0
53-6021.00,Parking Attendants,20835,"Issue ticket stubs or place numbered tags on windshields, log tags or attach tag to customers' keys, and give customers matching tags for locating parked vehicles.",4.39,5.91,unknown,0.0
